objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp347,347,"Kristina L. Walker, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp348,348,"Bil Moss, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp349,349,"Bil Moss, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp350,350,"Bil Moss, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp351,351,"Bil Moss, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp352,352,"Bil Moss, interview transcript 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp353,353,"Bil Moss, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp354,354,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2009-04bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp355,355,Women and Tacomas Civil Rights Movement: Mrs. Bil Moss,"Moss, Bil, 1932-","Walker, Kristina L.",2009,"Community leader Bil Moss looks back at six decades of social activism and discusses her involvement in Tacomas civil rights movement. She describes her early work to secure open housing in Tacoma, which arose from her personal struggles to purchase property outside the Hilltop area, and her work with the Tacoma Chapter of the Links on the Sickle Cell Project. Moss touches on a number of her civic and political activities in these three lengthy interviews and shares some insights into the social barriers she has faced as an African-American woman.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2009-04,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp356,356,"Jessica Dvorak, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-07essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp357,357,"Carrie Little, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-07transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp358,358,"Carrie Little, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-07audio,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp359,359,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2011-07bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp360,360,Carrie Little and the Tacoma Community Gardening Movement,"Little, Carrie","Dvorak, Jessica",2011,"Carrie Little discusses the recent revival of community-based agriculture and shares her personal connection to several community gardening projects in and around Tacoma. She describes the development of the Guadalupe Land Trust, a local organization that manages community garden plots on Hilltop, and also talks about Mother Earth Farm in Puyallup.",,United States -- Washington (State) -- Tacoma; United States -- Washington (State) -- Puyallup; United States -- Washington (State) -- Pierce County,,,University of Washington Tacoma Community History Project,chp2011-07,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp361,361,"Jenaro Castaeda, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp362,362,"Yris Lance, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp363,363,"Jenaro Castaeda, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp364,364,"Jenaro Castaeda, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp365,365,"Jenaro Castaeda, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp366,366,"Jenaro Castaeda, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp367,367,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-02bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp368,368,Mexican-Americans from Mexico to Washington State: Discrimination and Segregation in the Memory of One Witness,"Castaeda, Jenaro","Lance, Yris",2007,"Jenaro Castaeda, a former migrant worker, describes life growing up in a post-World War II farm labor camp and comments on the social barriers he has faced as a Mexican-American. He also touches on his work with the Washington State Office of Minority and Womens Business Enterprises and expresses his hopes for greater recognition and understanding of Washingtons minority communities.",,United States -- Washington (State) -- Toppenish,,,University of Washington Tacoma Community History Project,chp2007-02,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp369,369,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp370,370,"Faye C. Bates, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp371,371,"Faye C. Bates, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp372,372,"Faye C. Bates, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp373,373,"Faye C. Bates, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp374,374,"Faye C. Bates, interview transcript 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp375,375,"Faye C. Bates, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp376,376,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-03bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp377,377,La-Sy-El: Daughter of Swinomish,"Bates, Faye C.","La Pointe-Gorman, Cecelia",2007,"Faye Cabrini Bates shares her life story and recounts details from her social justice career, focusing in particular on her work with at-risk Native American youth and with St. Leo Churchs outreach programs. A long-time Indian rights activist, she comments on some of the political and social obstacles currently faced by Native American communities. Her father, Elder Martin Sampson of the Swinomish Tribe, is also discussed in-depth.",xyz,United States -- Washington (State) -- Tacoma; United States -- Washington (State) -- Seattle,,,University of Washington Tacoma Community History Project,chp2007-03,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp378,378,"Dale Standley, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp379,379,"Constance Standley, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp380,380,"Dale Standley, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp381,381,"Dale Standley, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp382,382,"Dale Standley, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp383,383,"Dale Standley, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp384,384,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-04bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp385,385,The U.S. Navy During World War II: One Mans Experience,"Standley, Dale","Standley, Constance",2007,"Dale Standley discusses his U.S. Naval career and describes life aboard the USS Hatfield, a destroyer that patrolled the North American west coast during  World War II.",,United States -- Washington (State) -- Bremerton,,,University of Washington Tacoma Community History Project,chp2007-04,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp386,386,"Kevin Wallace, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-06essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp387,387,"Richard Scharick, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-06transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp388,388,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-06bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp389,389,The Drug War and Civil Rights,"Scharick, Richard","Wallace, Kevin",2007,Richard Scharick recounts some of the major legislative events that took place during his time as Assistant Sergeant-at-Arms for the Washington State House of Representatives. Areas of focus include the 1989 Omnibus Drug Bill and Scharicks own political philosophy.,,United States -- Washington (State) -- Olympia,,,University of Washington Tacoma Community History Project,chp2007-06,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp390,390,"Sister Mary Cabrini Rohr, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp391,391,"M. Connie Smith, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp392,392,"Sister Mary Cabrini Rohr, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp393,393,"Sister Mary Cabrini Rohr, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp394,394,"Sister Mary Cabrini Rohr, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp395,395,"Sister Mary Cabrini Rohr, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp396,396,"Sister Mary Cabrini Rohr, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp397,397,"Sister Mary Cabrini Rohr, audio 4",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07audio4,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp398,398,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1994-07bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp399,399,Sisters of Providence & Sister Mary Francis Cabrini Rohr,"Rohr, Mary Cabrini, 1910-1997","Smith, M. Connie",1994,"Sister Mary Cabrini Rohr (Frances Rohr, 1910-1997) discusses her decade-spanning nursing and teaching career, including her time as director of the School of Nursing at Providence St. Peter Hospital in Olympia, Washington. Special focus is given to the schools 1954 changeover from a three-year professional program to a one-year practical program, a transition that Sister Cabrini personally oversaw.","Rohr, Mary Cabrini, 1910-1997--Interviews; Nuns--Washington (State)--Olympia--Interviews; Nurses--Washington (State)--Olympia--Interviews; Nursing schools--Washington (State)--Olympia; Nursing--Study and teaching--Washington (State); St. Peter Hospital (Olympia, Wash.); Providence St. Peter Hospital (Olympia, Wash.); Sisters of Providence (Seattle, Wash.); Country life; Nuns as nurses; Tacoma (Wash.)--History",United States--Washington (State)--Olympia; United States--Washington (State)--Yakima,,,University of Washington Tacoma Community History Project,chp1994-07,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp409,409,"Lyle Quasim, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-08photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp410,410,"Baboucarr Lowe, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-08essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp411,411,"Lyle Quasim, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-08transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp412,412,Activism is about taking action: An Oral History with Lyle Quasim,"Quasim, Lyle","Lowe, Baboucarr",2007,"Lyle Quasim discusses civil rights issues in America and shares his history of social activism. Areas of focus include his time in the Air Force and his work with Shelter Half, an underground anti-war organization run by GIs. He also touches on his work with the Safe Streets Campaign and other local civic programs.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2007-08,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp413,413,"John Kingery, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-10essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp414,414,"Bertil Johnson, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-10transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp415,415,"Bertil Johnson, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-10transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp416,416,An Honorable Man,"Johnson, Bertil E., 1901-2003","Kingery, John",1994,"In this set of interviews, retired Washington State Superior Court judge Bertil Johnson discusses his legal and civic careers, particularly his involvement with the Tacoma Boys Club and his time as presiding judge for the Pierce County juvenile court. He comments on some of the federal and local changes made to the juvenile court system in the 1970s and also touches briefly on some events from Tacoma history, such as the blizzard of 1950 and the adoption of the new city charter.","Johnson, Bertil E., 1901-2003--Interviews; Judges--Washington (State)--Tacoma--Interviews; Lawyers--Washington (State)--Tacoma--Interviews; Civic leaders--Washington (State)--Interviews; Tacoma (Wash.)--History--Sources; Juvenile courts--Washington (State)--History--Sources",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1994-10,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp417,417,"Andrew Fry, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-02essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp418,418,"Dawn Lucien, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-02transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp419,419,"Dawn Lucien, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp420,420,"Dawn Lucien, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-02transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp421,421,"Dawn Lucien, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp422,422,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2009-02bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp423,423,Dawn Lucien: Civic Pride and the Ebb and Flow of Tacomas Development,"Lucien, Dawn","Fry, Andrew",2009,"Dawn Lucien, a lifelong civic activist and former Tacoma City Council member, examines some of the major political and economic decisions that have affected Tacomas development, particularly that of the downtown core. Areas of focus include the downtown decline following the construction of the Tacoma Mall; Luciens efforts to restore the Pantages Theater and revitalize the Broadway District; and her involvement with the South Puget Sound Education Council, which helped to establish the Tacoma branch of the University of Washington.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2009-02,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp424,424,"Nelda Jaeger-Kraemer, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-01photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp425,425,"Kathryn S. Held, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-01essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp426,426,"Robert Richard Kraemer, Jr, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-01transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp427,427,"Betty Dahl-Kraemer, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-01transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp428,428,"Renee Kraemer-Rhoads, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-01transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp429,429,A Woman of Firsts: Nelda Jaeger-Kraemer - Her Life as a Citizen of Tacoma for Ninety-two Years,"Kraemer, Robert Richard, Jr; Kraemer, Betty; Kraemer-Rhoads, Renee","Held, Kathryn S.",1998,"Robert Richard Kraemer Jr, Betty Dahl Kraemer, and Renee Kraemer-Rhoads present their family history and share stories about the several generations of Kraemers, Jaegers, and Kitchens who have lived in the Tacoma area. Particular focus is given to Nelda Jaeger-Kraemer, one of the first women to graduate from the University of Washington Law School.","Jaeger-Kraemer, Nelda, 1887-1979; Women lawyers--Washington (State)--Tacoma--History--Sources; Women judges--Washington (State)--Tacoma--History--Sources; Jaeger family; Cramer family; Kitchen family; Tacoma (Wash.)--History",United State--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1998-01,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp444,444,"Lillian Walker, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp445,445,"Carolyn Hershberger, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05photograph2,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp446,446,"Theresa Harmon, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp447,447,"Lillian Walker, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp448,448,"Lillian Walker, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp449,449,"Carolyn Hershberger, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp450,450,"Carolyn Hershberger, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp451,451,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1993-05bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp452,452,The History of the Kitsap County Young Women's Christian Association,"Walker, Lillian (Lillian Allen), 1913-2012; Hershberger, Carolyn","Harmon, Theresa",1993,"Two longtime members of the Kitsap County YWCA share the history of their organization, tracing its evolution from a wartime social club to a community outreach task force. The Lillian Walker interview focuses on the organizations early years, as well as Walkers civil rights activities. The Carolyn Hershberger interview covers the establishment of the ALIVE (Alternatives to Living In a Violent Environment) program and its merger with the Kitsap YWCA in the late 1970s.","Walker, Lillian (Lillian Allen), 1913-2012--Interviews; Hershberger, Carolyn, 1945---Interviews; Fine, Dorothy; Kruse, Jean; Volunteer workers in social service--Washington (State)--Kitsap County--Interviews; African American women--Washington (State)--Kitsap County--Interviews; Jewish women--Washington (State)--Kitsap County--Interviews. Women--Services for--Washington (State)--Kitsap County; Charities--Washington (State)--Kitsap County; YWCA of Kitsap County (Wash.); Alternatives to Living in a Violent Environment (ALIVE) Shelter",United States--Washington (State)--Bremerton; United States--Washington (State)--Kitsap County,,,University of Washington Tacoma Community History Project,chp1993-05,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp453,453,"Dominic J. Tarabochia, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1991-09photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp454,454,"Penny M. Tennison, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1991-09essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp455,455,"Dominic and Rose Tarabochia, interview trascript",,,,,,,,,University of Washington Tacoma Community History Project,chp1991-09trascript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp456,456,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1991-09bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp457,457,The Slavic Fishermen of the Puget Sound,"Tarabochia, Dominic J.; Tarabochia, Rose J.","Tennison, Penny M.",1991,"The joint interview with married couple, Nick and Rose Tarabochia, covers their family life and early struggles to earn a living and raise a family during the Depression. Among the topics discussed by Nick Tarabochia are: his childhood in Brookville, Washington, the life of a fisherman in the Pacific Northwest (including a consideration of purse seine fishing versus gill netting), and Native American fishing rights. Subjects covered by Rose Tarabochia include: her upbringing, her self-reliance as a fisherman's wife, and her real estate acumen.","Tarabochia, Dominic J.--Interviews; Tarabochia, Rose J.--Interviews; Croatian Americans--Washington (State)--Gig Harbor--Interviews; Fishers--Washington (State)--Gig Harbor--Interviews; Fishers' spouses--Washington (State)--Gig Harbor--Interviews; Fishers' spouses--Washington (State)--Gig Harbor--Economic conditions; Fishers' spouses--Washington (State)--Gig Harbor--Social conditions; Purse seining; Real estate developers--Washington (State)--Gig Harbor--Interviews; Yugoslav Americans--Washington (State)--Gig Harbor--Interviews; Gig Harbor (Wash.)--Social life and customs",United States--Washington (State)--Gig Harbor,,,University of Washington Tacoma Community History Project,chp1991-09,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp458,458,"M. Rebecca Crist, research essay 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01essay1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp459,459,"Wardell Canada, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp460,460,"Duncan Plymate, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01essay2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp461,461,"Isaac Morrow, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp462,462,"Benjamin Williams, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01essay3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp463,463,"Douglas Woods and Rodney Rhymes, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp464,464,"M. Rebecca Crist, research essay 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01essay4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp465,465,"Marlene Anderson, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01transcript4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp466,466,"David Larson, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01essay5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp467,467,"Phil Rees, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1995-01transcript5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp468,468,Longshore Workers in Tacoma,"Canada, Wardell; Morrow, Isaac; Rhymes, Rodney, 1960-; Woods, Douglas, 1950-; Anderson, Marlene, 1944- ; Rees, Phil (Stevedore)","Crist, M. Rebecca; Plymate, Duncan; Williams, Benjamin, 1965-; Larson, Dave, 1967-",1995,"This collection of interviews with local longshoreman examines several aspects of the longshoring industry in Tacoma, including mechanization, race and gender relations, and the role of the national and local unions. Interviewees include Wardell Canada, Jr., a former member of the Black Longshore Association; Isaac Morrow, a Port of Tacoma foreman who pioneered on-dock intermodal shipping; Rodney Rhymes and Douglas Woods, two career longshoreman with thirty-five years experience between them; Marlene Anderson, the first woman in Pierce County to work in the longshoring industry; and Phil Rees, a casual (non-union) longshoreman who hopes to follow in his fathers and grandfathers footsteps.","Canada, Wardell; Morrow, Isaac; Rhymes, Rodney, 1960-; Woods, Douglas, 1950-; Anderson, Marlene, 1944- ; Rees, Phil (Stevedore); Stevedores--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--Tacoma--Interviews; International Longshore and Warehouse Union; Labor unions--Washington (State); Labor unions--United States; Mechanization--Social aspects--Washington (State)--Tacoma; African Americans--Employment--Washington (State)--Tacoma; Women--Employment--Washington (State)--Tacoma; Washington (State)--Economic conditions",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1995-01,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
